Id_producto,Producto,Laboratorio,Clasificacion
4694,cialis-tadalafilo-20-mg-4-comprimidos-recubiertos,ELI LILLY,bienestar-sexual
253759,vimax-sildenafil-50-mg-6-comprimidos-masticable,PHARMA INVESTI,bienestar-sexual
111139,bentley-classic-gel-lubricante-intimo-50-gr,PRATER,bienestar-sexual
290306,bentley-classic-gel-lubricante-intimo-120-gr,PRATER,bienestar-sexual
18086,caverject-alprostadil-20-mcg-polvo-para-solucion-inyectable-1-frasco-ampolla,PFIZER ETICO,bienestar-sexual
253758,vimax-50-sildenafil-50-mg-2-comprimidos,PHARMA INVESTI,bienestar-sexual
272931,ainara-gel-hidratante-vaginal-30-gr,ITF FARMA,bienestar-sexual
4693,cialis-tadalafilo-20-mg-2-comprimidos-recubierto,ELI LILLY,bienestar-sexual
18150,caverject-alprostadil-10-mcg-1-ampolla,PFIZER ETICO,bienestar-sexual
257310,disgren-aas-acido-acetilsalicilico-81-mg-30-comprimidos-recubiertos,PASTEUR,cardiovascular
3121,cardioaspirina-acido-acetilsalicilico-100-mg-20-comprimidos,BAYER POPULAR,cardiovascular
276583,tensiometro-digital-de-muneca-bsp-21,VARIOS ACC.MEDICOS,cardiovascular
257791,cardioplus-olmesartan-medoxomilo-40-mg-30-comprimidos,RECALCINE,cardiovascular
161122,losapres-losartan-potasico-50-mg-30-comprimidos-recubiertos,PHARMA INVESTI,cardiovascular
271782,lipoten-atorvastatina-80-mg-30-comprimidos-recubierto,EXELTIS,cardiovascular
262867,piclokare-clopidogrel-75-mg-28-comprimidos-recubiertos,DR REDDYS,cardiovascular
261689,iltux-olmesartan-medoxomilo-40-mg-28-comprimidos-recubierto,TECNOFARMA,cardiovascular
6242,enalten-enalapril-5-mg-30-comprimidos,SAVAL,cardiovascular
9195,blocar-carvedilol-125-mg-30-comprimidos,BAGO,cardiovascular
296003,texinal-40-telmisartan-40-mg-30-comprimidos,ASCEND,cardiovascular
41081,hipolixan-atorvastatina-20-mg-30-comprimidos,PASTEUR,cardiovascular
272388,ampino-amlodipino-10-mg-30-comprimidos,SAVAL,cardiovascular
293939,diuprol-clortalidona-50-mg-30-comprimidos,RAFFO,cardiovascular
253634,dosara-valsartan-160-mg-30-comprimidos,ANDROMACO ETICO,cardiovascular
12054,cardiolen-verapamilo-clorhidrato-80-mg-20-capsulas,SANITAS,cardiovascular
273864,propranolol-40-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
261202,diotensil-enalapril-10-mg-30-comprimidos,MINTLAB,cardiovascular
256680,eurogrel-clopidogrel-75-mg-35-comprimidos,SAVAL,cardiovascular
6357,dualten-carvedilol-25-mg-30-comprimidos,SAVAL,cardiovascular
6241,enalten-enalapril-20-mg-30-comprimidos,SAVAL,cardiovascular
268146,cilokare-carvedilol-25-mg-30-comprimidos,DR REDDYS,cardiovascular
291968,veralpres-valsartan-160-mg-30-comprimidos-recubiertos,EUROFARMA,cardiovascular
270079,furosemida-40-mg-12-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
294542,orvakare-atorvastatina-20-mg-30-comprimidos-recubiertos,DR REDDYS,cardiovascular
256743,lipox-atorvastatina-80-mg-30-comprimidos,CHILE RECETARIO,cardiovascular
199254,enalapril-10-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
294545,orvakare-atorvastatina-40-mg-30-comprimidos-recubiertos,DR REDDYS,cardiovascular
293813,tellmi-40-telmisartan-40-mg-30-comprimidos,SAVAL,cardiovascular
270459,atorvastatina-10-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
254473,amlodipino-5-mg-60-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
260501,lodipres-carvedilol-625-mg-30-comprimidos,CHILE RECETARIO,cardiovascular
199153,atenolol-100-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
251737,losapres-losartan-potasico-100-mg-30-comprimidos-recubierto,PHARMA INVESTI,cardiovascular
259277,anfibol-nebivolol-5-mg-30-comprimidos,RECALCINE,cardiovascular
257790,cardioplus-olmesartan-medoxomilo-20-mg-30-comprimidos,RECALCINE,cardiovascular
6316,lowden-atorvastatina-10-mg-30-comprimidos,SAVAL,cardiovascular
6238,enalten-enalapril-10-mg-30-comprimidos-ranurado,SAVAL,cardiovascular
161003,atlansil-amiodarona-200-mg-20-comprimidos,PHARMA INVESTI,cardiovascular
4584,betaplex-carvedilol-625-mg-30-comprimidos,RECALCINE,cardiovascular
272720,fluyet-75-clopidogrel-75-mg-30-comprimidos-recubierto,EXELTIS,cardiovascular
276364,irbevitae-irbesartan-150-mg-28-comprimidos-recubiertos,GALENICUM,cardiovascular
276365,irbevitae-irbesartan-300-mg-28-comprimidos,GALENICUM,cardiovascular
274382,espironolactona-25-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
288078,amlodipino-5-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
269487,rosimol-rosuvastatina-10-mg-30-comprimidos-recubiertos,NOVARTIS ETICO,cardiovascular
269488,rosimol-rosuvastatina-20-mg-30-comprimidos-recubiertos,NOVARTIS ETICO,cardiovascular
269961,clotrombix-clopidogrel-75-mg-30-comprimidos-recubiertos,NOVARTIS ETICO,cardiovascular
274438,carvedilol-25-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
251431,dualten-carvedilol-625-mg-30-comprimidos,SAVAL,cardiovascular
41116,hipolixan-atorvastatina-40-mg-30-comprimidos-recubiertos,PASTEUR,cardiovascular
4671,corodin-losartan-potasico-100-mg-30-comprimidos,RECALCINE,cardiovascular
268142,cilokare-carvedilol-625-mg-30-comprimidos,DR REDDYS,cardiovascular
291967,veralpres-valsartan-80-mg-30-comprimidos-recubiertos,EUROFARMA,cardiovascular
273865,propranolol-10-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
287877,gemfibrozilo-600-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
275200,gemfibrozilo-600-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
275197,gemfibrozilo-300-mg-300-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
258354,acebron-acenocumarol-4-mg-20-comprimidos-ranurado,RECALCINE,cardiovascular
6317,lowden-atorvastatina-20-mg-30-comprimidos,SAVAL,cardiovascular
276369,rosugras-rosuvastatina-20-mg-30-comprimidos-recubierto,RAFFO,cardiovascular
179192,iskimil-clopidogrel-75-mg-30-comprimidos,ROYAL PHARMA,cardiovascular
41068,hipolixan-atorvastatina-10-mg-30-comprimidos-recubiertos,PASTEUR,cardiovascular
4540,corodin-losartan-potasico-50-mg-30-comprimidos,RECALCINE,cardiovascular
270458,atorvastatina-20-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
199410,enalapril-5-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
1499,lodipres-carvedilol-125-mg-30-comprimidos,CHILE RECETARIO,cardiovascular
271781,lipoten-atorvastatina-40-mg-30-comprimidos-recubierto,EXELTIS,cardiovascular
285957,rosat-20-rosuvastatina-20-mg-30-comprimidos-recubiertos,PASTEUR,cardiovascular
258410,cordiax-80-telmisartan-80-mg-30-comprimidos,RECALCINE,cardiovascular
6356,dualten-carvedilol-125-mg-30-comprimidos,SAVAL,cardiovascular
276368,rosugras-rosuvastatina-10-mg-30-comprimidos-recubierto,RAFFO,cardiovascular
161024,atlansil-amiodarona-200-mg-50-comprimidos,PHARMA INVESTI,cardiovascular
261473,iltux-olmesartan-medoxomilo-20-mg-28-comprimidos-recubierto,TECNOFARMA,cardiovascular
268134,cilokare-carvedilol-125-mg-30-comprimidos-recubiertos,DR REDDYS,cardiovascular
270885,doox-nebivolol-5-mg-30-comprimidos,CHILE RECETARIO,cardiovascular
294130,valax-valsartan-160-mg-30-comprimidos-recubiertos,SAVAL,cardiovascular
12063,cardiolen-verapamilo-clorhidrato-120-mg-20-capsulas,SANITAS,cardiovascular
252923,atorvastatina-10-mg-60-comprimidos-recubiertos,GENERICOS BIOEQUIVALENTES,cardiovascular
199167,metildopa-250-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
199152,atenolol-50-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
267171,cordiax-telmisartan-40-mg-30-comprimidos,RECALCINE,cardiovascular
264713,diotensil-enalapril-20-mg-30-comprimidos,MINTLAB,cardiovascular
256772,lopren-losartan-potasico-50-mg-30-comprimidos-recubiertos,MINTLAB,cardiovascular
287906,rosat-10-rosuvastatina-10-mg-30-comprimidos-recubiertos,PASTEUR,cardiovascular
4474,betaplex-carvedilol-25-mg-30-comprimidos,RECALCINE,cardiovascular
272387,ampino-amlodipino-5-mg-30-comprimidos,SAVAL,cardiovascular
272510,hidroclorotiazida-50-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
2412,enalapril-20-mg-20-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
268539,losartan-potasico-50-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
288412,captopril-25-mg-30-comprimidos,GENERICOS BIOEQUIVALENTES,cardiovascular
265513,xarelto-rivaroxaban-15-mg-28-comprimidos-recubierto,BAYER-SCHERING,cardiovascular
269226,giabri-ciprofibrato-100-mg-60-comprimidos,MERCK ETICO,cardiovascular
251739,losapres-d-10025-losartan-100-mg-30-comprimidos-recubierto,PHARMA INVESTI,cardiovascular
22142,cardura-doxazosina-1-mg-14-comprimidos,PFIZER ETICO,cardiovascular
11104,ziac-bisoprolol-25-mg-30-comprimidos-recubiertoss,MERCK ETICO,cardiovascular
252433,lipitor-atorvastatina-20-mg-60-comprimidos,PFIZER ETICO,cardiovascular
4570,acerdil-lisinopril-5-mg-30-comprimidos,RECALCINE,cardiovascular
293887,liptruzet-ezetimiba-10-mg-30-comprimidos-msd,MERCK SHARP Y DOHME,cardiovascular
4547,acerdil-lisinopril-10-mg-30-comprimidos,RECALCINE,cardiovascular
272681,entresto-sacubitrilo-valsartaclanhid-100-mg-56-comprimidos,AXON,cardiovascular
250222,ecotrin-acido-acetilsalicilico-100-mg-112-comprimidos-recubiertos,GLAXO FARMA,cardiovascular
22175,norvasc-amlodipino-5-mg-60-comprimidos,PFIZER ETICO,cardiovascular
11123,atacand-candesartan-8-mg-30-comprimidos,ASTRAZENECA,cardiovascular
263306,corentel-bisoprolol-5-mg-30-comprimidos-recubiertos,PHARMA INVESTI,cardiovascular
255587,exforge10160-amlodipino-10-mg-56-comprimidos,AXON,cardiovascular
257792,cardioplus-d-olmesartan-20-mg-30-comprimidos-recubiertos,RECALCINE,cardiovascular
295418,colmibe-atorvastatina-ezetimiba-40-mg-10-mg-30-comprimidos,TECNOFARMA,cardiovascular
41076,ramipres-ramipril-5-mg-30-comprimidos,PASTEUR,cardiovascular
260748,exforge-d-amlodipino-10-mg-28-comprimido-recubiertos,AXON,cardiovascular
260749,exforge-d-amlodipino-10-mg-28-comprimidos-recubierto,AXON,cardiovascular
55235,tareg-d-valsartan-80-mg-28-comprimidos-recubierto,AXON,cardiovascular
264965,rosumed-rosuvastatina-20-mg-60-comprimidos,LABOMED,cardiovascular
265177,eurocor-bisoprolol-10-mg-35-comprimidos,SAVAL,cardiovascular
6335,blox-candesartan-16-mg-30-comprimidos,SAVAL,cardiovascular
273942,braun-tensiometro-de-brazo-bua500,BRAUN,cardiovascular
67033,yonka-potasio-gluconato-780-mg-40-comprimidos,ANDROMACO UTC,cardiovascular
78136,micardis-telmisartan-40-mg-28-comprimidos,BOEHRINGER INGELHEIM,cardiovascular
25113,estaprol--ciprofibrato-100-mg-60-capsulas,SANOFI - AVENTIS,cardiovascular
259751,micardis-amlo-telmisartan-80-mg-28-comprimidos,BOEHRINGER INGELHEIM,cardiovascular
250389,caduet-amlodipino-5-mgm-30-comprimidos-recubierto,PFIZER ETICO,cardiovascular
288023,hirudoid-mucopolisacaridos-03-crema-topica-14-gr,DEUTSCHE PHARMA,cardiovascular
19247,daflon-diosmina-450-mg-60-comprimidos-recubierto,FERRER,cardiovascular
11135,concor-bisoprolol-25-mg-28-comprimidos-recubiertos,MERCK ETICO,cardiovascular
26157,ecotrin-acido-acetilsalicilico-100-mg-56-comprimidos,GLAXO FARMA,cardiovascular
263456,cardioaspirina-325-ec-acido-acetilsalicilico-325-mg-30-comprimidos,BAYER POPULAR,cardiovascular
161052,diondel-flecainida-acetato-100-mg-20-comprimidos,PHARMA INVESTI,cardiovascular
1339,tonotensil-lisinopril-20-mg-30-comprimidos,CHILE RECETARIO,cardiovascular
255584,exforge-10160-amlodipino-10-mg-28-comprimidos,AXON,cardiovascular
179178,angicon-doxazosina-4-mg-30-comprimidos,ROYAL PHARMA,cardiovascular
251227,vytorin-1020-ezetimiba-10-mg-28-comprimidos,MERCK SHARP Y DOHME,cardiovascular
286967,inspra-eplerenona-50-mg-30-comprimidos,PFIZER ETICO,cardiovascular
288024,hirudoid-mucopolisacaridos-03-crema-topica-40-gr,DEUTSCHE PHARMA,cardiovascular
295826,natrilix-sr-indapamida-15-mg-60-comprimidos,FERRER,cardiovascular
41077,ramipres-ramipril-25-mg-30-comprimidos,PASTEUR,cardiovascular
4539,acerdil-d-lisinopril-20-mg-30-comprimidos,RECALCINE,cardiovascular
262736,nabila-nebivolol-5-mg-28-comprimidos,TECNOFARMA,cardiovascular
265174,eurocor-bisoprolol-125-mg-14-comprimidos-recubiertos,SAVAL,cardiovascular
6169,hidrium-furosemida-40-mg-20-comprimidos,SAVAL,cardiovascular
6252,enalten-dn-enalaprila-125-mg-30-comprimidos,SAVAL,cardiovascular
66007,hidro-ronol-t-hidroclorotiazida-50-mg-24-comprimidos,LABOMED,cardiovascular
276117,entresto-sacubitrilo-valsartaclanhid-50-mg-28-comprimidos,AXON,cardiovascular
288247,coveram-perindopril-arginina-10-mg-30-comprimidos,FERRER,cardiovascular
292516,fibrotina-fenofibrato-160-mg-30-capsulas,SAVAL,cardiovascular
293817,tellmi-d-80-125-bicapa-telmisartan-30-comprimidos,SAVAL,cardiovascular
276730,nebilet-nebivolol-5-mg-56-comprimidos,LABOMED,cardiovascular
293883,liptruzet-ezetimiba-10-mg-30-comprimidos,MERCK SHARP Y DOHME,cardiovascular
55278,tareg-d-valsartan-160-mg-28-comprimidos-recubierto,AXON,cardiovascular
276043,omron-brazo-hem-7120,VARIOS ACC.MEDICOS,cardiovascular
2201,hidralazina-50-mg-20-comprimidos,GENERICOS VARIOS,cardiovascular
78149,micardis-plus-telmisartan-80-mg-28-comprimidos,BOEHRINGER INGELHEIM,cardiovascular
78096,catapresan-clonidina-100-mcg-30-comprimidos,BOEHRINGER INGELHEIM,cardiovascular
25112,plavix-clopidogrel-75-mg-28-comprimidos-recubierto,SANOFI - AVENTIS,cardiovascular
258597,xarelto-rivaroxaban-10-mg-10-comprimidos-recubierto,BAYER-SCHERING,cardiovascular
268122,cavamed-warfarina-sodica-5-mg-30-comprimidos,ROYAL PHARMA,cardiovascular
271505,pradaxa-dabigatran-110-mg-60-capsulas,BOEHRINGER INGELHEIM,cardiovascular
11134,concor-bisoprolol-125-mg-14-comprimidos-recubiertos,MERCK ETICO,cardiovascular
264818,iltux-hct-olmesartan-40125-mg-28-comprimidos-recubiertos,TECNOFARMA,cardiovascular
255586,exforge-5160-amlodipino-5-mg-56-comprimidos-recubierto,AXON,cardiovascular
15134,daflon-diosmina-50-mg-30-comprimidos-recubierto,FERRER,cardiovascular
32204,isoptina-verapamilo-clorhidrato-80-mg-20-grageas,RECALCINE,cardiovascular
18113,fragmin-dalteparina-2500-ui-1-jeringa,PFIZER ETICO,cardiovascular
16080,crestor-rosuvastatina-10-mg-30-comprimidos-recubierto,ASTRAZENECA,cardiovascular
199415,acetazolamida-250-mg-20-comprimidos,GENERICOS VARIOS,cardiovascular
271469,fexionel-diosmina-50-mg-60-comprimidos-recubierto,PHARMA INVESTI,cardiovascular
264179,rovartal-20-rosuvastatina-20-mg-30-comprimidos,PHARMA INVESTI,cardiovascular
257793,cardioplus-d-olmesartan-40-mg-30-comprimidos-recubierto,RECALCINE,cardiovascular
294134,valaxam-amlodipino-160-mg-30-comprimidos,SAVAL,cardiovascular
261087,fibronil-fenofibrato-200-mg-30-capsulas,ROYAL PHARMA,cardiovascular
4571,acerdil-lisinopril-20-mg-30-comprimidos,RECALCINE,cardiovascular
55297,tareg-d-valsartan-25-mg-28-comprimidos-recubierto,AXON,cardiovascular
62143,lipitor-atorvastatina-40-mg-30-comprimidos-recubiertos,PFIZER ETICO,cardiovascular
66045,hidroronol-hidroclorotiazida-50-mg-24-comprimidos,LABOMED,cardiovascular
66221,hidro-ronol-t-hidroclorotiazida-50-mg-60-comprimidos,LABOMED,cardiovascular
274172,fibronil-fenofibrato-200-mg-60-capsulas,ROYAL PHARMA,cardiovascular
288728,trinomia-1002010-acido-acetilsalicilico-100-mg-28-capsulas,FERRER,cardiovascular
264794,betaloc-zok-metoprolol-succinato-95-mg-30-comprimidos,ASTRAZENECA,cardiovascular
199356,lovastatina-20-mg-28-comprimidos,GENERICOS VARIOS,cardiovascular
11125,atacand-candesartan-16-mg-30-comprimidos,ASTRAZENECA,cardiovascular
264305,pradaxa-dabigatran-150-mg-30-capsulas,BOEHRINGER INGELHEIM,cardiovascular
265514,xarelto-rivaroxaban-20-mg-28-comprimidos-recubierto,BAYER-SCHERING,cardiovascular
270836,eliquis-apixaban-25-mg-60-comprimidos-recubiertos,PFIZER ETICO,cardiovascular
250418,doxium--dobesilato-de-calcio-500-mg-60-capsulas,LABOMED,cardiovascular
252700,dipemina-diosmina-450-mg-30-comprimidos,RAFFO,cardiovascular
161010,pavedal-metolazona-25-mg-20-comprimidos,PHARMA INVESTI,cardiovascular
265869,concor-am-bisopropol-fumarato-5-mg-30-comprimidos,MERCK ETICO,cardiovascular
277285,trilipix--fenofibrato-135-mg-30-capsulas,RECALCINE,cardiovascular
255583,exforge-5160-amlodipino-5-mg-28-comprimidos-recubierto,AXON,cardiovascular
15407,venartel-diosmina-500-mg-60-comprimidos-recubierto,ANDROMACO ETICO,cardiovascular
256828,exforge-amlodipino-10-mg-28-comprimidos-recubierto,AXON,cardiovascular
260750,exforge-d-amlodipino-5-mg-28-comprimidos-recubiertos,AXON,cardiovascular
1417,simperten-d-losartan-50-mg-30-comprimidos-recubierto,CHILE RECETARIO,cardiovascular
24127,espercil-acido-tranexamico-500-mg-20-comprimidos-recubiertos,GRUNENTHAL,cardiovascular
12186,bajaten-d-enalaprila-25-mg-30-comprimidos,SANITAS,cardiovascular
12033,tildiem-diltiazem-clorhidrato-60-mg-20-comprimidos,SANITAS,cardiovascular
265040,coplavix-clopidogrel-75-mg-28-comprimidos,SANOFI - AVENTIS,cardiovascular
12095,furdiuren-furosemida-40-mg-20-comprimidos,SANITAS,cardiovascular
161127,losapres-d-12.550-losartan-50-mg-30-comprimidos-recubierto,PHARMA INVESTI,cardiovascular
255582,exforge580-amlodipino-5-mg-28-comprimidos,AXON,cardiovascular
256248,tareg-d-valsartan-320-mg-28-comprimidos,AXON,cardiovascular
4047,ritmocor-propafenona-clorhidrato-150-mg-20-comprimidos,RECALCINE,cardiovascular
62136,lipitor-atorvastatina-20-mg-30-comprimidos-recubiertos,PFIZER ETICO,cardiovascular
6239,enalten-d-enalaprila-10-mg-30-comprimidos-ranurado,SAVAL,cardiovascular
288248,coveram-perindopril-arginina-10-mg-30-comprimidos-ferrer,FERRER,cardiovascular
197022,cozaar-losartan-potasico-50-mg-30-comprimidos,MERCK SHARP Y DOHME,cardiovascular
274637,gama-muneca-bp309,TORINO DEPORTE,cardiovascular
1303,grifodilzem-diltiazem-60-mg-60-comprimidos,CHILE MARCAS,cardiovascular
251465,vytorin-1010-ezetimiba-10-mg-28-comprimidos,MERCK SHARP Y DOHME,cardiovascular
268461,crestor-rosuvastatina-5-mg-30-comprimidos-recubierto,ASTRAZENECA,cardiovascular
1500,simperten-d-losartan-100-mg-30-comprimidos-recubierto,CHILE RECETARIO,cardiovascular
263368,micardis-amlo-telmisartan-80-mg-28-comprimidos,BOEHRINGER INGELHEIM,cardiovascular
267142,cordiax-d-telmisartan-40-mg-30-comprimidos,RECALCINE,cardiovascular
253381,rosumed-10-rosuvastatina-10-mg-30-comprimidos,LABOMED,cardiovascular
271839,oltan-d-olmesartan-20-mg-30-comprimidos-recubierto,LABOMED,cardiovascular
271201,tranexton-acido-tranexamico-650-mg-30-comprimidos,RECALCINE,cardiovascular
25119,betacar-atenolol-50-mg-20-comprimidos,SANOFI - AVENTIS,cardiovascular
24061,espercil-acido-tranexamico-1000-mg-3-ampollas,GRUNENTHAL,cardiovascular
294131,valax-d-valsartan-160-mg-30-comprimidos-recubierto,SAVAL,cardiovascular
4041,ritmocor-propafenona-clorhidrato-300-mg-20-comprimidos,RECALCINE,cardiovascular
269789,rux-rosuvastatina-10-mg-30-comprimidos-recubiertos,SAVAL,cardiovascular
255585,exforge-580-amlodipino-5-mg-56-comprimidos-recubierto,AXON,cardiovascular
22154,norvasc-amlodipino-5-mg-30-comprimidos,PFIZER ETICO,cardiovascular
267955,vedipal-diosmina-50-mg-60-comprimidos,TECNOFARMA,cardiovascular
260502,coaprovel-irbesartan-300-mg-28-comprimidos-recubierto,SANOFI - AVENTIS,cardiovascular
288729,trinomia-100205-acido-acetilsalicilico-100-mg-28-capsulas,FERRER,cardiovascular
62146,lipitor-atorvastatina-80-mg-30-comprimidos-recubiertos,PFIZER ETICO,cardiovascular
25159,aprovel-irbesartan-300-mg-28-comprimidos,SANOFI - AVENTIS,cardiovascular
254693,bilaten-d-candesartan-16-mg-30-comprimidos,MEDIPHARM,cardiovascular
11136,concor-bisoprolol-5-mg-28-comprimidos-recubiertos,MERCK ETICO,cardiovascular
266058,concor-am-bisopropol-fumarato-5-mg-30-comprimidos,MERCK ETICO,cardiovascular
22166,cardura-doxazosina-2-mg-30-comprimidos,PFIZER ETICO,cardiovascular
275058,omacor-ester-de-acido-graso-1000-mg-28-capsulas-blandas,FERRER,cardiovascular
251038,tareg-valsartan-320-mg-28-comprimidos,AXON,cardiovascular
269324,oltan-amlo-olmesartan-40-mg-30-comprimidos-recubierto,LABOMED,cardiovascular
288244,coversyl-a-perindopril-terbutilamina-10-mg-30-comprimidos,FERRER,cardiovascular
294133,valaxam-valsartan-160-mg-30-comprimidos-recubierto,SAVAL,cardiovascular
4536,corodin-d-losartan-50-mg-30-comprimidos,RECALCINE,cardiovascular
262586,dublina-ciprofibrato-100-mg-30-comprimidos,PHARMA INVESTI,cardiovascular
262641,simcor-rosuvastatina-10-mg-30-comprimidos-recubiertos,SANITAS,cardiovascular
265392,procoralan-ivabradina-5-mg-28-comprimidos,FERRER,cardiovascular
6339,blox-candesartan-32-mg-30-comprimidos-ranurado,SAVAL,cardiovascular
66112,indapress-indapamida-25-mg-30-comprimidos,LABOMED,cardiovascular
271718,eurocor-d-bisoprolol-5-mg-35-comprimidos,SAVAL,cardiovascular
261273,micardis-plus-80mg25mg-telmisartan-80-mg-28-comprimidos,BOEHRINGER INGELHEIM,cardiovascular
274452,gama-tensiometro-de-brazo-bp13041209,TORINO DEPORTE,cardiovascular
26158,ecotrin-acido-acetilsalicilico-100-mg-28-comprimidos,GLAXO FARMA,cardiovascular
199379,nifedipino-retard-nifedipino-20-mg-30-capsulas,GENERICOS VARIOS,cardiovascular
11147,splendil-er-felodipino-5-mg-30-comprimidos,ASTRAZENECA,cardiovascular
274451,gama-tensiometro-de-brazo-bp380a,TORINO DEPORTE,cardiovascular
32120,clexane-enoxaparina-100-mg-ml-2-jeringas-prellenadas-40mg04ml,SANOFI - AVENTIS,cardiovascular
265384,giabri-ciprofibrato-100-mg-30-comprimidos,MERCK ETICO,cardiovascular
254689,vesnidan-diosmina-450-mg-60-comprimidos-recubierto,MEDIPHARM,cardiovascular
265934,cordiax-am-8010-telmisartan-80-mg-30-comprimidos,RECALCINE,cardiovascular
252759,cresadex-rosuvastatina-10-mg-30-comprimidos,RECALCINE,cardiovascular
264819,iltux-hct-olmesartan-40-mg-28-comprimidos,TECNOFARMA,cardiovascular
199448,amlodipino-10-mg-30-comprimidos,GENERICOS VARIOS,cardiovascular
22155,norvasc-amlodipino-10-mg-30-comprimidos,PFIZER ETICO,cardiovascular
254525,tareg-valsartan-80-mg-56-comprimidos-recubiertos,AXON,cardiovascular
1338,tonotensil-lisinopril-10-mg-30-comprimidos,CHILE RECETARIO,cardiovascular
264793,betaloc-zok-50-metoprolol-succinato-475-mg-30-comprimidos-liberacion-prolongada,ASTRAZENECA,cardiovascular
295741,colmibe-atorvastatina-ezetimiba-20-mg-10-mg-30-comprimidos,TECNOFARMA,cardiovascular
264159,crestor-rosuvastatina-40-mg-30-comprimidos-recubierto,ASTRAZENECA,cardiovascular
251467,vytorin-simvastatina-40-mg-28-comprimidos,MERCK SHARP Y DOHME,cardiovascular
11174,concor-bisoprolol-10-mg-28-comprimidos-recubiertoss,MERCK ETICO,cardiovascular
78137,micardis-telmisartan-80-mg-28-comprimidos,BOEHRINGER INGELHEIM,cardiovascular
263363,betaloc-zok-metoprolol-succinato-2375-mg-30-comprimidos-liberacion-prolongada,ASTRAZENECA,cardiovascular
264817,iltux-hct-olmesartan-20-mg-28-comprimidos-recubierto,TECNOFARMA,cardiovascular
277261,scianmed-tensiometro-digital-de-brazo-bp-103h,VARIOS ACC.MEDICOS,cardiovascular
288243,coversyl-a-perindopril-terbutilamina-5-mg-30-comprimidos,FERRER,cardiovascular
272139,metorene-clortalidona-50-mg-30-comprimidos,PHARMA INVESTI,cardiovascular
265932,cordiax-am-telmisartan-40-mg-30-comprimidos,RECALCINE,cardiovascular
256830,exforge-amlodipino-5-mg-28-comprimidos,AXON,cardiovascular
263308,corentel-h-bisoprolol-5-mg-30-comprimidos,PHARMA INVESTI,cardiovascular
263305,corentel-bisoprolol-25-mg-30-comprimidos-recubiertoss,PHARMA INVESTI,cardiovascular
271840,oltan-d-olmesartan-40-mg-30-comprimidos-recubierto,LABOMED,cardiovascular
295417,colmibe-atorvastatina-ezetimiba-10-mg-10-mg-30-comprimidos,TECNOFARMA,cardiovascular
295419,corentel-125-bisoprolol-125-mg-30-comprimidos,PHARMA INVESTI,cardiovascular
262630,diondel-flecainida-acetato-100-mg-50-comprimidos,PHARMA INVESTI,cardiovascular
6358,blox-d-candesartan-125-mg-8-mg-30-comprimidos,SAVAL,cardiovascular
87098,nimus-retard-bezafibrato-400-mg-30-comprimidos,TECNOFARMA,cardiovascular
293880,liptruzet-ezetimiba-atorvastatina-10-mg-10-mg-30-comprimidos,MERCK SHARP Y DOHME,cardiovascular
66227,nebilet-nebivolol-5-mg-28-comprimidos,LABOMED,cardiovascular
270693,ezetrol-ezetimiba-10-mg-30-comprimidos,MERCK SHARP Y DOHME,cardiovascular
267685,aprovasc-ibesartan-150-mg-28-comprimidos,SANOFI - AVENTIS,cardiovascular
274453,gama-tensiometro-muneca-bp2116,TORINO DEPORTE,cardiovascular
62128,lopid-gemfibrozilo-900-mg-30-comprimidos,PFIZER ETICO,cardiovascular
291267,ciprofibrato-100-mg-30-capsulas,GENERICOS VARIOS,cardiovascular
18114,fragmin-dalteparina-5000-ui-1-jeringa,PFIZER ETICO,cardiovascular
272682,entresto-sacubitrilo-valsartaclanhid-200-mg-56-comprimidos,AXON,cardiovascular
266155,bisopril-bisoprolol-125-mg-30-comprimidos-recubiertos,EUROFARMA,cardiovascular
266014,indapress-indapamida-25-mg-60-comprimidos-recubiertoss,LABOMED,cardiovascular
266223,bisopril-bisoprolol-5-mg-30-comprimidos-recubiertos,EUROFARMA,cardiovascular
